date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:21:53	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Apr%202020%2012:51:24%20GMT	http://kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont.eot?v=4.7.0	kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont3e6e.eot	(from http://kamleshyadav.com/html/portfolio/black_version/css/font-awesome.css)
18:21:59	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2005%20Apr%202020%2012:51:26%20GMT	http://kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont.eot?	kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfontd41d.eot	(from http://kamleshyadav.com/html/portfolio/black_version/css/font-awesome.css)
18:22:03	187067/187067	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Apr%202020%2012:51:50%20GMT	http://kamleshyadav.com/html/portfolio/black_version/css/owl.video.play.png	kamleshyadav.com/html/portfolio/black_version/css/owl.video.play.41.delayed	(from http://kamleshyadav.com/html/portfolio/black_version/css/owl.carousel.min.css)
18:22:05	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Sun,%2005%20Apr%202020%2012:51:48%20GMT	http://kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont.svg?v=4.7.0	kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont3e6e.svg	(from http://kamleshyadav.com/html/portfolio/black_version/css/font-awesome.css)
18:22:11	7809/7809	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:04%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box1.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box1.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:13	24942/24942	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:02%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/banner_text_bg.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/banner_text_bg.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:15	165548/165548	---M--	200	added ('OK')	font/ttf	date:Sun,%2005%20Apr%202020%2012:51:43%20GMT	http://kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont.ttf?v=4.7.0	kamleshyadav.com/html/portfolio/black_version/fonts/fontawesome-webfont3e6e.ttf	(from http://kamleshyadav.com/html/portfolio/black_version/css/font-awesome.css)
18:22:15	6357/6357	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:08%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box2.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box2.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:17	10329/10329	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:10%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box3.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/dtl_box3.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:21	5483/5483	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Apr%202020%2012:52:14%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/progress_1.png	kamleshyadav.com/html/portfolio/black_version/images/content/progress_1.png	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:23	5046/5046	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Apr%202020%2012:52:16%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/progress_2.png	kamleshyadav.com/html/portfolio/black_version/images/content/progress_2.png	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:27	16517/16517	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Apr%202020%2012:52:18%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/progress_3.png	kamleshyadav.com/html/portfolio/black_version/images/content/progress_3.png	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:29	20543/20543	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Apr%202020%2012:52:20%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/progress_4.png	kamleshyadav.com/html/portfolio/black_version/images/content/progress_4.png	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:31	77303/77303	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:12%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/counter_bg.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/counter_bg.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
18:22:39	275006/275006	---M--	200	added ('OK')	image/jpeg	date:Sun,%2005%20Apr%202020%2012:52:00%20GMT	http://kamleshyadav.com/html/portfolio/black_version/images/content/banner_bg.jpg	kamleshyadav.com/html/portfolio/black_version/images/content/banner_bg.jpg	(from http://kamleshyadav.com/html/portfolio/black_version/css/style.css)
